Date;Month;Year;Material Supplier;Product Code;Machine;Inspection Type;Defect Type;Defect Mode ;Cause;Type of Cause;Number of Repairs;Inspector;Shift
02/12/2024;Dec;2024;Supplier_2;Product_5;Machine_A;In-process;Visual;PU;Machine;Setup and Adjustment Machine;8;Inspector_3;Afternoon_Shift
02/12/2024;Dec;2024;Supplier_2;Product_7;Machine_A;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_4;Afternoon_Shift
02/12/2024;Dec;2024;Supplier_1;Product_3;Machine_E;First ;Visual;JOS;Machine;Setup and Adjustment Machine;8;Inspector_1;Midnight_Shift
03/12/2024;Dec;2024;Supplier_2;Product_7;Machine_A;In-process;Visual;PU;Machine;Setup and Adjustment Machine;1;Inspector_3;Morning_Shift
03/12/2024;Dec;2024;Supplier_1;Product_23;Machine_C;First ;Visual;CP;Mold;Mold Failures;1;Inspector_3;Morning_Shift
03/12/2024;Dec;2024;Supplier_1;Product_23;Machine_C;First ;Dimension;GOS;Machine;Setup and Adjustment Machine;3;Inspector_3;Morning_Shift
03/12/2024;Dec;2024;Supplier_1;Product_9;Machine_D;In-process;Dimension;GOS;Machine;Setup and Adjustment Machine;3;Inspector_7;Afternoon_Shift
03/12/2024;Dec;2024;Supplier_1;Product_23;Machine_C;First ;Visual;DM;Mold;Dirty Mold;3;Inspector_4;Afternoon_Shift
03/12/2024;Dec;2024;Supplier_1;Product_23;Machine_C;First ;Visual;SR;Mold;Dirty Mold;7;Inspector_4;Afternoon_Shift
03/12/2024;Dec;2024;Supplier_2;Product_6;Machine_D;First ;Visual;DM;Mold;Dirty Mold;3;Inspector_1;Midnight_Shift
04/12/2024;Dec;2024;Supplier_1;Product_23;Machine_C;In-process;Visual;DT;Mold;Dirty Mold;4;Inspector_4;Afternoon_Shift
04/12/2024;Dec;2024;Supplier_1;Product_23;Machine_C;In-process;Visual;WV;Mold;Setup and Adjustment Machine;9;Inspector_4;Afternoon_Shift
04/12/2024;Dec;2024;Supplier_1;Product_23;Machine_C;In-process;Dimension;AOS;Machine;Setup and Adjustment Machine;1;Inspector_1;Midnight_Shift
04/12/2024;Dec;2024;Supplier_2;Product_7;Machine_A;In-process;Visual;PU;Machine;Setup and Adjustment Machine;2;Inspector_3;Morning_Shift
04/12/2024;Dec;2024;Supplier_2;Product_6;Machine_D;In-process;Visual;PU;Machine;Setup and Adjustment Machine;3;Inspector_3;Morning_Shift
04/12/2024;Dec;2024;Supplier_1;Product_23;Machine_C;In-process;Visual;DT;Mold;Dirty Mold;5;Inspector_3;Morning_Shift
05/12/2025;Dec;2024;Supplier_1;Product_9;Machine_D;First ;Visual;WV;Machine;Setup and Adjustment Machine;3;Inspector_4;Afternoon_Shift
05/12/2026;Dec;2024;Supplier_1;Product_9;Machine_D;First ;Visual;DT;Mold;Dirty Mold;3;Inspector_4;Afternoon_Shift
05/12/2027;Dec;2024;Supplier_2;Product_22;Machine_B;First ;Visual;WV;Machine;Setup and Adjustment Machine;3;Inspector_4;Afternoon_Shift
06/12/2024;Dec;2024;Supplier_1;Product_10;Machine_E;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_5;Morning_Shift
06/12/2024;Dec;2024;Supplier_1;Product_10;Machine_E;First ;Visual;DT;Mold;Dirty Mold;1;Inspector_5;Morning_Shift
06/12/2024;Dec;2024;Supplier_2;Product_5;Machine_E;First ;Visual;DF;Mold;Mold Failures;1;Inspector_3;Morning_Shift
09/12/2024;Dec;2024;Supplier_1;Product_23;Machine_C;In-process;Visual;BR;Mold;Mold Failures;1;Inspector_5;Morning_Shift
09/12/2024;Dec;2024;Supplier_2;Product_5;Machine_C;First ;Visual;DF;Mold;Mold Failures;1;Inspector_5;Morning_Shift
09/12/2024;Dec;2024;Supplier_2;Product_8;Machine_C;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_7;Morning_Shift
06/12/2024;Dec;2024;Supplier_1;Product_10;Machine_E;In-process;Dimension;JOS;Machine;Setup and Adjustment Machine;1;Inspector_1;Midnight_Shift
09/12/2024;Dec;2024;Supplier_2;Product_8;Machine_C;First ;Visual;DM;Mold;Dirty Mold;1;Inspector_7;Morning_Shift
09/12/2024;Dec;2024;Supplier_2;Product_8;Machine_C;First ;Visual;PU;Machine;Setup and Adjustment Machine;2;Inspector_7;Morning_Shift
09/12/2024;Dec;2024;Supplier_2;Product_12;Machine_E;First ;Visual;BR;Mold;Mold Failures;1;Inspector_1;Afternoon_Shift
09/12/2024;Dec;2024;Supplier_2;Product_15;Machine_C;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_3;Afternoon_Shift
09/12/2024;Dec;2024;Supplier_2;Product_5;Machine_E;First ;Visual;DF;Mold;Mold Failures;1;Inspector_3;Afternoon_Shift
10/12/2024;Dec;2024;Supplier_2;Product_15;Machine_C;In-process;Visual;DT;Mold;Dirty Mold;5;Inspector_7;Morning_Shift
10/12/2024;Dec;2024;Supplier_2;Product_12;Machine_E;In-process;Visual;SR;Mold;Dirty Mold;1;Inspector_7;Morning_Shift
10/12/2024;Dec;2024;Supplier_2;Product_18;Machine_A;First ;Visual;PU;Mold;Mold Failures;1;Inspector_1;Afternoon_Shift
10/12/2024;Dec;2024;Supplier_2;Product_5;Machine_A;First ;Visual;DT;Mold;Dirty Mold;4;Inspector_4;Midnight_Shift
10/12/2024;Dec;2024;Supplier_2;Product_5;Machine_A;First ;Visual;PU;Machine;Setup and Adjustment Machine;8;Inspector_4;Midnight_Shift
11/12/2024;Dec;2024;Supplier_2;Product_12;Machine_E;In-process;Visual;SR;Mold;Dirty Mold;1;Inspector_7;Morning_Shift
11/12/2024;Dec;2024;Supplier_2;Product_12;Machine_E;In-process;Visual;MR;Mold;Dirty Mold;1;Inspector_7;Morning_Shift
10/12/2024;Dec;2024;Supplier_2;Product_12;Machine_E;In-process;Visual;SR;Mold;Dirty Mold;7;Inspector_3;Afternoon_Shift
11/12/2024;Dec;2024;Supplier_2;Product_6;Machine_B;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_1;Afternoon_Shift
11/12/2024;Dec;2024;Supplier_2;Product_18;Machine_D;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_3;Afternoon_Shift
11/12/2024;Dec;2024;Supplier_2;Product_18;Machine_D;First ;Visual;PU;Machine;Setup and Adjustment Machine;2;Inspector_3;Afternoon_Shift
12/12/2024;Dec;2024;Supplier_1;Product_9;Machine_D;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_3;Afternoon_Shift
14/12/2024;Dec;2024;Supplier_1;Product_9;Machine_D;First ;Visual;DT;Mold;Machine_Dirty;4;Inspector_10;Midnight_Shift
16/12/2024;Dec;2024;Supplier_1;Product_23;Machine_C;In-process;Visual;PU;Machine;Setup and Adjustment Machine;6;Inspector_5;Morning_Shift
16/12/2024;Dec;2024;Supplier_1;Product_23;Machine_C;In-process;Visual;WV;Machine;Setup and Adjustment Machine;3;Inspector_5;Morning_Shift
16/12/2024;Dec;2024;Supplier_1;Product_23;Machine_C;In-process;Dimension;GOS;Machine;Setup and Adjustment Machine;3;Inspector_5;Morning_Shift
16/12/2024;Dec;2024;Supplier_1;Product_23;Machine_C;In-process;Dimension;AOS;Machine;Setup and Adjustment Machine;4;Inspector_5;Morning_Shift
16/12/2024;Dec;2024;Supplier_2;Product_21;Machine_A;First ;Visual;DM;Mold;Dirty Mold;1;Inspector_5;Morning_Shift
16/12/2024;Dec;2024;Supplier_2;Product_21;Machine_A;First ;Visual;SR;Mold;Dirty Mold;4;Inspector_10;Morning_Shift
16/12/2024;Dec;2024;Supplier_2;Product_21;Machine_A;First ;Visual;PU;Machine;Setup and Adjustment Machine;1;Inspector_10;Morning_Shift
16/12/2024;Dec;2024;Supplier_1;Product_23;Machine_C;In-process;Dimension;DOS;Mold;Mold Failures;4;Inspector_5;Morning_Shift
16/12/2024;Dec;2024;Supplier_2;Product_12;Machine_E;In-process;Visual;DT;Mold;Dirty Mold;1;Inspector_4;Afternoon_Shift
16/12/2024;Dec;2024;Supplier_2;Product_8;Machine_C;First ;Visual;SR;Mold;Dirty Mold;6;Inspector_4;Afternoon_Shift
16/12/2024;Dec;2024;Supplier_2;Product_8;Machine_C;First ;Visual;WV;Machine;Setup and Adjustment Machine;2;Inspector_4;Afternoon_Shift
16/12/2024;Dec;2024;Supplier_2;Product_8;Machine_C;In-process;Visual;PU;Machine;Setup and Adjustment Machine;3;Inspector_3;Afternoon_Shift
17/12/2024;Dec;2024;Supplier_2;Product_21;Machine_A;In-process;Visual;SR;Mold;Dirty Mold;1;Inspector_5;Morning_Shift
17/12/2024;Dec;2024;Supplier_2;Product_21;Machine_A;In-process;Visual;DT;Mold;Dirty Mold;1;Inspector_5;Morning_Shift
17/12/2024;Dec;2024;Supplier_2;Product_7;Machine_D;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_1;Midnight_Shift
17/12/2024;Dec;2024;Supplier_2;Product_23;Machine_C;First ;Visual;SR;Mold;Dirty Mold;4;Inspector_3;Midnight_Shift
17/12/2024;Dec;2024;Supplier_2;Product_7;Machine_D;In-process;Visual;SR;Mold;Dirty Mold;3;Inspector_1;Midnight_Shift
18/12/2024;Dec;2024;Supplier_2;Product_5;Machine_B;First ;Visual;SR;Mold;Dirty Mold;4;Inspector_3;Midnight_Shift
19/12/2024;Dec;2024;Supplier_2;Product_21;Machine_A;In-process;Visual;SR;Mold;Dirty Mold;2;Inspector_10;Morning_Shift
19/12/2024;Dec;2024;Supplier_2;Product_5;Machine_B;In-process;Visual;DT;Mold;Dirty Mold;1;Inspector_10;Morning_Shift
19/12/2024;Dec;2024;Supplier_2;Product_5;Machine_B;In-process;Visual;PU;Machine;Setup and Adjustment Machine;1;Inspector_5;Morning_Shift
19/12/2024;Dec;2024;Supplier_2;Product_23;Machine_C;In-process;Dimension;AOS;Machine;Setup and Adjustment Machine;4;Inspector_10;Morning_Shift
19/12/2024;Dec;2024;Supplier_1;Product_9;Machine_E;First ;Visual;WV;Machine;Setup and Adjustment Machine;4;Inspector_4;Afternoon_Shift
19/12/2024;Dec;2024;Supplier_2;Product_8;Machine_A;First ;Visual;PU;Machine;Setup and Adjustment Machine;14;Inspector_5;Morning_Shift
19/12/2024;Dec;2024;Supplier_2;Product_8;Machine_A;First ;Visual;DT;Machine;Dirty Mold;8;Inspector_4;Afternoon_Shift
19/12/2024;Dec;2024;Supplier_1;Product_3;Machine_B;First ;Visual;BR;Mold;Mold Failures;1;Inspector_1;Midnight_Shift
19/12/2024;Dec;2024;Supplier_1;Product_9;Machine_E;In-process;Dimension;GOS;Machine;Setup and Adjustment Machine;6;Inspector_1;Midnight_Shift
19/12/2024;Dec;2024;Supplier_1;Product_3;Machine_B;First ;Visual;DT;Mold;Dirty Mold;1;Inspector_1;Midnight_Shift
20/12/2024;Dec;2024;Supplier_1;Product_6;Machine_D;First ;Visual;SR;Mold;Dirty Mold;5;Inspector_3;Midnight_Shift
20/12/2024;Dec;2024;Supplier_1;Product_3;Machine_B;In-process;Visual;DM;Mold;Mold Failures;5;Inspector_1;Midnight_Shift
20/12/2024;Dec;2024;Supplier_3;Product_3;Machine_B;First ;Visual;DM;Mold;Mold Failures;3;Inspector_3;Midnight_Shift
20/12/2024;Dec;2024;Supplier_2;Product_6;Machine_D;First ;Visual;SR;Mold;Dirty Mold;5;Inspector_3;Midnight_Shift
21/12/2024;Dec;2024;Supplier_1;Product_3;Machine_B;In-process;Visual;DM;Mold;Dirty Mold;3;Inspector_4;Afternoon_Shift
23/12/2024;Dec;2024;Supplier_2;Product_22;Machine_E;First ;Visual;DM;Mold;Dirty Mold;8;Inspector_3;Afternoon_Shift
23/12/2024;Dec;2024;Supplier_2;Product_14;Machine_E;First ;Visual;DM;Mold;Dirty Mold;4;Inspector_4;Midnight_Shift
23/12/2024;Dec;2024;Supplier_2;Product_14;Machine_E;In-process;Visual;DM;Mold;Dirty Mold;3;Inspector_4;Midnight_Shift
24/12/2024;Dec;2024;Supplier_1;Product_9;Machine_B;First ;Visual;DT;Machine;Machine_Dirty;3;Inspector_10;Morning_Shift
24/12/2024;Dec;2024;Supplier_1;Product_9;Machine_B;First ;Dimension;EOS;Machine;Setup and Adjustment Machine;2;Inspector_10;Morning_Shift
24/12/2024;Dec;2024;Supplier_1;Product_23;Machine_C;In-process;Visual;SR;Machine;Machine_Dirty;1;Inspector_10;Morning_Shift
24/12/2024;Dec;2024;Supplier_1;Product_3;Machine_C;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_10;Morning_Shift
26/12/2024;Dec;2024;Supplier_2;Product_6;Machine_C;In-process;Visual;DT;Mold;Mold Failures;1;Inspector_5;Morning_Shift
26/12/2024;Dec;2024;Supplier_3;Product_3;Machine_E;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_3;Midnight_Shift
26/12/2024;Dec;2024;Supplier_3;Product_3;Machine_E;First ;Dimension;JOS;Machine;Setup and Adjustment Machine;5;Inspector_3;Midnight_Shift
26/12/2024;Dec;2024;Supplier_2;Product_6;Machine_C;In-process;Visual;SR;Mold;Dirty Mold;7;Inspector_3;Midnight_Shift
26/12/2024;Dec;2024;Supplier_2;Product_6;Machine_C;First ;Visual;DM;Mold;Dirty Mold;8;Inspector_4;Morning_Shift
27/12/2024;Dec;2024;Supplier_2;Product_22;Machine_D;In-process;Visual;WV;Machine;Setup and Adjustment Machine;6;Inspector_4;Morning_Shift
27/12/2024;Jan;2024;Supplier_2;Product_8;Machine_A;In-process;Visual;DT;Mold;Dirty Mold;3;Inspector_4;Morning_Shift
27/12/2024;Feb;2024;Supplier_3;Product_3;Machine_E;In-process;Visual;DM;Mold;Dirty Mold;9;Inspector_4;Morning_Shift
28/12/2024;Dec;2024;Supplier_3;Product_3;Machine_E;In-process;Visual;MR;Mold;Dirty Mold;2;Inspector_4;Morning_Shift
28/12/2024;Dec;2024;Supplier_2;Product_20;Machine_D;First ;Visual;SR;Mold;Dirty Mold;5;Inspector_4;Morning_Shift
28/12/2024;Dec;2024;Supplier_2;Product_20;Machine_D;In-process;Dimension;FOS;Machine;Setup and Adjustment Machine;2;Inspector_5;Morning_Shift
28/12/2024;Dec;2024;Supplier_2;Product_20;Machine_D;In-process;Visual;PU;Machine;Setup and Adjustment Machine;2;Inspector_5;Morning_Shift
28/12/2024;Dec;2024;Supplier_2;Product_1;Machine_B;First ;Visual;PU;Machine;Setup and Adjustment Machine;3;Inspector_3;Midnight_Shift
28/12/2024;Dec;2024;Supplier_2;Product_18;Machine_B;First ;Dimension;EOS;Machine;Setup and Adjustment Machine;1;Inspector_3;Midnight_Shift
28/12/2024;Dec;2024;Supplier_2;Product_18;Machine_B;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_3;Midnight_Shift
03/01/2025;Jan;2025;Supplier_1;Product_9;Machine_C;First ;Dimension;GOS;Machine;Setup and Adjustment Machine;3;Inspector_4;Morning_Shift
03/01/2025;Jan;2025;Supplier_1;Product_9;Machine_D;First ;Visual;DM;Mold;Dirty Mold;6;Inspector_4;Morning_Shift
03/01/2025;Jan;2025;Supplier_1;Product_9;Machine_E;First ;Visual;SR;Mold;Dirty Mold;6;Inspector_4;Morning_Shift
03/01/2025;Jan;2025;Supplier_2;Product_10;Machine_D;First ;Visual;SR;Mold;Dirty Mold;6;Inspector_3;Morning_Shift
03/01/2025;Jan;2025;Supplier_2;Product_10;Machine_D;First ;Visual;DT;Mold;Dirty Mold;7;Inspector_3;Morning_Shift
04/01/2025;Jan;2025;Supplier_1;Product_9;Machine_C;First ;Visual;JOS;Machine;Setup and Adjustment Machine;2;Inspector_5;Morning_Shift
06/01/2025;Jan;2025;Supplier_2;Product_2;Machine_B;First ;Visual;SR;Mold;Dirty Mold;4;Inspector_5;Morning_Shift
06/01/2025;Jan;2025;Supplier_3;Product_3;Machine_E;In-process;Visual;DI;Mold;Dirty Mold;1;Inspector_5;Morning_Shift
06/01/2025;Jan;2025;Supplier_2;Product_2;Machine_B;First ;Dimension;FOS;Machine;Setup and Adjustment Machine;1;Inspector_5;Morning_Shift
06/01/2025;Jan;2025;Supplier_2;Product_15;Machine_A;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_3;Afternoon_Shift
07/01/2025;Jan;2025;Supplier_2;Product_7;Machine_A;First ;Dimension;BR;Mold;Mold Failures;1;Inspector_7;Morning_Shift
07/01/2025;Jan;2025;Supplier_2;Product_7;Machine_A;First ;Dimension;BR;Mold;Mold Failures;1;Inspector_7;Morning_Shift
06/01/2025;Jan;2025;Supplier_2;Product_1;Machine_E;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_4;Midnight_Shift
07/01/2025;Jan;2025;Supplier_1;Product_10;Machine_D;In-process;Visual;DT;Mold;Dirty Mold;3;Inspector_4;Midnight_Shift
07/01/2025;Jan;2025;Supplier_2;Product_1;Machine_E;In-process;Visual;PU;Machine;Setup and Adjustment Machine;7;Inspector_4;Midnight_Shift
08/01/2025;Jan;2025;Supplier_1;Product_23;Machine_B;First ;Visual;SR;Mold;Dirty Mold;6;Inspector_3;Afternoon_Shift
08/01/2025;Jan;2025;Supplier_1;Product_3;Machine_E;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_7;Morning_Shift
08/01/2025;Jan;2025;Supplier_2;Product_6;Machine_E;First ;Visual;DM;Mold;Dirty Mold;7;Inspector_3;Afternoon_Shift
09/01/2025;Jan;2025;Supplier_2;Product_6;Machine_E;In-process;Visual;SR;Mold;Dirty Mold;1;Inspector_7;Morning_Shift
09/01/2025;Jan;2025;Supplier_1;Product_23;Machine_B;In-process;Dimension;AOS;Machine;Setup and Adjustment Machine;8;Inspector_7;Morning_Shift
10/01/2025;Jan;2025;Supplier_1;Product_23;Machine_B;In-process;Dimension;AOS;Machine;Setup and Adjustment Machine;5;Inspector_5;Morning_Shift
10/01/2025;Jan;2025;Supplier_1;Product_23;Machine_B;In-process;Dimension;GOS;Machine;Setup and Adjustment Machine;5;Inspector_5;Morning_Shift
10/01/2025;Jan;2025;Supplier_1;Product_23;Machine_B;In-process;Dimension;DOS;Machine;Setup and Adjustment Machine;7;Inspector_5;Morning_Shift
10/01/2025;Jan;2025;Supplier_2;Product_14;Machine_B;First ;Dimension;BR;Mold;Mold Failures;1;Inspector_5;Morning_Shift
10/01/2025;Jan;2025;Supplier_2;Product_1;Machine_B;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_7;Morning_Shift
13/01/2025;Jan;2025;Supplier_2;Product_1;Machine_B;In-process;Visual;SR;Mold;Dirty Mold;2;Inspector_3;Morning_Shift
13/01/2025;Jan;2025;Supplier_2;Product_20;Machine_A;First ;Visual;DT;Mold;Dirty Mold;4;Inspector_3;Morning_Shift
13/01/2025;Jan;2025;Supplier_2;Product_1;Machine_B;In-process;Visual;SR;Mold;Dirty Mold;1;Inspector_5;Morning_Shift
14/01/2025;Jan;2025;Supplier_1;Product_23;Machine_B;First ;Visual;SR;Mold;Dirty Mold;5;Inspector_5;Morning_Shift
14/01/2025;Jan;2025;Supplier_2;Product_6;Machine_C;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_4;Morning_Shift
14/01/2025;Jan;2025;Supplier_2;Product_5;Machine_C;In-process;Visual;BR;Mold;Mold Failures;1;Inspector_3;Morning_Shift
14/01/2025;Jan;2025;Supplier_1;Product_23;Machine_B;In-process;Visual;DM;Mold;Dirty Mold;2;Inspector_1;Midnight_Shift
14/01/2025;Jan;2025;Supplier_2;Product_18;Machine_D;First ;Dimension;IOS;Machine;Setup and Adjustment Machine;1;Inspector_1;Midnight_Shift
14/01/2025;Jan;2025;Supplier_2;Product_18;Machine_D;First ;Dimension;EOS;Machine;Setup and Adjustment Machine;7;Inspector_1;Midnight_Shift
14/01/2025;Jan;2025;Supplier_2;Product_18;Machine_D;First ;Visual;DM;Mold;Dirty Mold;2;Inspector_1;Midnight_Shift
15/01/2025;Jan;2025;Supplier_2;Product_18;Machine_B;In-process;Visual;DM;Mold;Dirty Mold;1;Inspector_3;Afternoon_Shift
15/01/2025;Jan;2025;Supplier_2;Product_14;Machine_D;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_3;Morning_Shift
15/01/2025;Jan;2025;Supplier_2;Product_18;Machine_D;In-process;Dimension;GOS;Machine;Setup and Adjustment Machine;3;Inspector_3;Morning_Shift
15/01/2025;Jan;2025;Supplier_2;Product_6;Machine_C;In-process;Visual;SR;Mold;Dirty Mold;1;Inspector_3;Morning_Shift
15/01/2025;Jan;2025;Supplier_1;Product_10;Machine_C;First ;Visual;SR;Mold;Dirty Mold;4;Inspector_4;Afternoon_Shift
15/01/2025;Jan;2025;Supplier_1;Product_10;Machine_C;First ;Visual;DT;Mold;Dirty Mold;9;Inspector_4;Afternoon_Shift
15/01/2025;Jan;2025;Supplier_1;Product_3;Machine_C;First ;Visual;DF;Mold;Mold Failures;1;Inspector_4;Afternoon_Shift
16/01/2025;Jan;2025;Supplier_2;Product_18;Machine_A;First ;Visual;BR;Mold;Mold Failures;1;Inspector_3;Morning_Shift
16/01/2025;Jan;2025;Supplier_2;Product_14;Machine_D;In-process;Visual;SR;Mold;Dirty Mold;4;Inspector_3;Morning_Shift
16/01/2025;Jan;2025;Supplier_2;Product_18;Machine_A;First ;Visual;SR;Mold;Dirty Mold;8;Inspector_3;Morning_Shift
16/01/2025;Jan;2025;Supplier_2;Product_12;Machine_B;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_4;Afternoon_Shift
16/01/2025;Jan;2025;Supplier_2;Product_12;Machine_B;First ;Visual;DT;Mold;Dirty Mold;7;Inspector_4;Afternoon_Shift
16/01/2025;Jan;2025;Supplier_2;Product_8;Machine_D;First ;Visual;PU;Machine;Setup and Adjustment Machine;8;Inspector_1;Midnight_Shift
17/01/2025;Jan;2025;Supplier_2;Product_8;Machine_D;First ;Visual;SR;Mold;Dirty Mold;7;Inspector_3;Morning_Shift
20/01/2025;Jan;2025;Supplier_2;Product_8;Machine_D;First ;Visual;PU;Machine;Setup and Adjustment Machine;1;Inspector_10;Morning_Shift
20/01/2025;Jan;2025;Supplier_2;Product_8;Machine_D;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_10;Morning_Shift
20/01/2025;Jan;2025;Supplier_2;Product_8;Machine_D;First ;Visual;DT;Mold;Dirty Mold;8;Inspector_10;Morning_Shift
20/01/2025;Jan;2025;Supplier_1;Product_23;Machine_E;First ;Dimension;GOS;Machine;Setup and Adjustment Machine;1;Inspector_5;Morning_Shift
20/01/2025;Jan;2025;Supplier_1;Product_23;Machine_E;First ;Visual;DM;Mold;Mold Failures;4;Inspector_10;Morning_Shift
20/01/2025;Jan;2025;Supplier_1;Product_23;Machine_E;First ;Visual;SR;Mold;Dirty Mold;4;Inspector_10;Morning_Shift
20/01/2025;Jan;2025;Supplier_1;Product_23;Machine_E;First ;Visual;DT;Mold;Dirty Mold;3;Inspector_10;Morning_Shift
20/01/2025;Jan;2025;Supplier_2;Product_21;Machine_D;First ;Dimension;BR;Mold;Mold Failures;1;Inspector_5;Morning_Shift
20/01/2025;Jan;2025;Supplier_2;Product_21;Machine_D;First ;Dimension;FOS;Machine;Setup and Adjustment Machine;3;Inspector_5;Morning_Shift
20/01/2025;Jan;2025;Supplier_1;Product_23;Machine_E;In-process;Visual;DM;Mold;Mold Failures;1;Inspector_7;Afternoon_Shift
20/01/2025;Jan;2025;Supplier_2;Product_21;Machine_D;First ;Visual;DM;Mold;Dirty Mold;2;Inspector_1;Afternoon_Shift
20/01/2025;Jan;2025;Supplier_1;Product_23;Machine_E;In-process;Visual;DM;Mold;Mold Failures;1;Inspector_1;Afternoon_Shift
20/01/2025;Jan;2025;Supplier_1;Product_23;Machine_E;In-process;Visual;DM;Mold;Mold Failures;1;Inspector_4;Midnight_Shift
21/01/2025;Jan;2025;Supplier_1;Product_23;Machine_E;In-process;Visual;DM;Mold;Mold Failures;3;Inspector_5;Morning_Shift
21/01/2025;Jan;2025;Supplier_2;Product_8;Machine_C;First ;Visual;SR;Mold;Dirty Mold;5;Inspector_3;Midnight_Shift
21/01/2025;Jan;2025;Supplier_2;Product_18;Machine_A;In-process;Visual;SR;Mold;Dirty Mold;2;Inspector_3;Midnight_Shift
22/01/2025;Jan;2025;Supplier_2;Product_8;Machine_C;In-process;Visual;PU;Machine;Setup and Adjustment Machine;2;Inspector_10;Morning_Shift
22/01/2025;Jan;2025;Supplier_1;Product_23;Machine_D;First ;Visual;SR;Mold;Dirty Mold;4;Inspector_10;Morning_Shift
22/01/2025;Jan;2025;Supplier_1;Product_9;Machine_E;In-process;Visual;DI;Machine;Machine Failures;7;Inspector_10;Morning_Shift
22/01/2025;Jan;2025;Supplier_1;Product_23;Machine_D;First ;Visual;DT;Mold;Dirty Mold;2;Inspector_10;Morning_Shift
22/01/2025;Jan;2025;Supplier_1;Product_23;Machine_D;In-process;Dimension;AOS;Machine;Setup and Adjustment Machine;2;Inspector_1;Afternoon_Shift
22/01/2025;Jan;2025;Supplier_1;Product_23;Machine_D;In-process;Dimension;AOS;Machine;Setup and Adjustment Machine;15;Inspector_4;Midnight_Shift
22/01/2025;Jan;2025;Supplier_3;Product_3;Machine_C;First ;Visual;BR;Mold;Mold Failures;1;Inspector_1;Afternoon_Shift
22/01/2025;Jan;2025;Supplier_1;Product_23;Machine_D;In-process;Dimension;GOS;Machine;Setup and Adjustment Machine;7;Inspector_4;Midnight_Shift
22/01/2025;Jan;2025;Supplier_1;Product_23;Machine_D;In-process;Dimension;AOS;Machine;Setup and Adjustment Machine;2;Inspector_4;Midnight_Shift
22/01/2025;Jan;2025;Supplier_1;Product_23;Machine_D;In-process;Dimension;AOS;Machine;Setup and Adjustment Machine;3;Inspector_4;Midnight_Shift
23/01/2025;Jan;2025;Supplier_1;Product_23;Machine_D;In-process;Dimension;AOS;Machine;Setup and Adjustment Machine;10;Inspector_10;Morning_Shift
23/01/2025;Jan;2025;Supplier_1;Product_23;Machine_D;First ;Visual;SR;Machine;Setup and Adjustment Machine;1;Inspector_1;Afternoon_Shift
24/01/2025;Jan;2025;Supplier_2;Product_8;Machine_B;First ;Visual;DT;Mold;Dirty Mold;1;Inspector_1;Afternoon_Shift
25/01/2025;Jan;2025;Supplier_1;Product_23;Machine_D;First ;Visual;DM;Mold;Dirty Mold;1;Inspector_1;Afternoon_Shift
25/01/2025;Jan;2025;Supplier_1;Product_23;Machine_D;First ;Visual;SR;Mold;Dirty Mold;7;Inspector_3;Midnight_Shift
26/01/2025;Jan;2025;Supplier_1;Product_9;Machine_E;First ;Dimension;BOS;Machine;Setup and Adjustment Machine;1;Inspector_7;Midnight_Shift
26-Jzn-25;Jan;2025;Supplier_1;Product_9;Machine_E;First ;Visual;DI;Machine;Machine Failures;3;Inspector_7;Midnight_Shift
29-Jzn-25;Jan;2025;Supplier_2;Product_22;Machine_C;First ;Dimension;EOS;Machine;Setup and Adjustment Machine;4;Inspector_4;Morning_Shift
29-Jzn-25;Jan;2025;Supplier_2;Product_22;Machine_C;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_4;Morning_Shift
29-Jzn-25;Jan;2025;Supplier_2;Product_22;Machine_C;First ;Visual;DT;Mold;Dirty Mold;5;Inspector_4;Morning_Shift
29-Jzn-25;Jan;2025;Supplier_2;Product_22;Machine_C;In-process;Visual;DT;Mold;Dirty Mold;1;Inspector_7;Morning_Shift
29-Jzn-25;Jan;2025;Supplier_1;Product_23;Machine_D;In-process;Dimension;AOS;Machine;Setup and Adjustment Machine;1;Inspector_10;Midnight_Shift
29-Jzn-25;Jan;2025;Supplier_1;Product_23;Machine_D;In-process;Dimension;GOS;Machine;Setup and Adjustment Machine;1;Inspector_10;Midnight_Shift
